cam_time,cam_pulseWaveform_forehead,cam_bpm_forehead,cam_pulseWaveform_mouth,cam_bpm_mouth
4.233597,-0.628112932559589,0.0,-0.030084101641866125,0.0
11.467258,-0.628112932559589,0.0,-0.030084101641866125,0.0
12.795822,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.412821,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.507,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.600952,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.697247,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.790599,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.884202,-0.628112932559589,0.0,-0.030084101641866125,0.0
13.963233,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.115204,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.20321,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.254203,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.34124,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.393204,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.449204,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.530228,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.584233,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.674239,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.765255,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.907203,-0.628112932559589,0.0,-0.030084101641866125,0.0
14.963241,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.052252,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.145054,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.240081,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.333197,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.38623,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.438235,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.526241,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.575237,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.629231,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.710233,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.762234,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.814275,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.900231,-0.628112932559589,0.0,-0.030084101641866125,0.0
15.94623,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.000229,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.046229,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.094233,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.150233,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.232229,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.279244,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.326228,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.378257,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.466229,-0.628112932559589,0.0,-0.030084101641866125,0.0
16.511233,-0.628112932559589,0.0,-0.030084101641866125,0.0
17.226024,-0.628112932559589,0.0,-0.030084101641866125,0.0
17.271997,-0.628112932559589,0.0,-0.030084101641866125,0.0
17.893935,-0.628112932559589,0.0,-0.030084101641866125,0.0
18.427329,-0.628112932559589,0.0,-0.030084101641866125,0.0
18.476338,-0.628112932559589,0.0,-0.030084101641866125,0.0
18.524313,-0.628112932559589,0.0,-0.030084101641866125,0.0
18.570302,-0.628112932559589,0.0,-0.030084101641866125,0.0
20.397286,-0.628112932559589,0.0,-0.030084101641866125,0.0
21.489981,-0.628112932559589,0.0,-0.030084101641866125,0.0
21.555192,-0.628112932559589,0.0,-0.030084101641866125,0.0
21.789196,-0.628112932559589,0.0,-0.030084101641866125,0.0
21.836199,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.069199,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.117978,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.181976,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.261974,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.322975,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.398975,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.445977,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.491977,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.551975,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.637979,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.681975,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.723977,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.779974,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.826992,-0.628112932559589,0.0,-0.030084101641866125,0.0
22.965975,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.011981,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.060977,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.110014,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.156988,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.252974,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.331559,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.383556,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.438561,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.50356,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.570557,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.622571,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.676556,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.75756,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.807564,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.86456,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.946559,-0.628112932559589,0.0,-0.030084101641866125,0.0
23.994564,-0.628112932559589,0.0,-0.030084101641866125,0.0
24.048562,-0.628112932559589,0.0,-0.030084101641866125,0.0
24.102559,-0.628112932559589,0.0,-0.030084101641866125,0.0
24.185559,-0.628112932559589,0.0,-0.030084101641866125,0.0
